product,sales,date,region
pink morsel,$1539,19-02-2018,west
pink morsel,$1698,20-02-2018,north
pink morsel,$1575,20-02-2018,south
pink morsel,$1500,20-02-2018,east
pink morsel,$1551,20-02-2018,west
pink morsel,$1737,21-02-2018,north
pink morsel,$1542,21-02-2018,south
pink morsel,$1665,21-02-2018,east
pink morsel,$1548,21-02-2018,west
pink morsel,$1635,22-02-2018,north
pink morsel,$1632,22-02-2018,south
pink morsel,$1668,22-02-2018,east
pink morsel,$1764,22-02-2018,west
pink morsel,$1533,23-02-2018,north
pink morsel,$1563,23-02-2018,south
pink morsel,$1641,23-02-2018,east
pink morsel,$1773,23-02-2018,west
pink morsel,$1629,24-02-2018,north
pink morsel,$1698,24-02-2018,south
pink morsel,$1725,24-02-2018,east
pink morsel,$1722,24-02-2018,west
pink morsel,$1596,25-02-2018,north
pink morsel,$1710,25-02-2018,south
pink morsel,$1635,25-02-2018,east
pink morsel,$1659,25-02-2018,west
pink morsel,$1686,26-02-2018,north
pink morsel,$1533,26-02-2018,south
pink morsel,$1524,26-02-2018,east
pink morsel,$1530,26-02-2018,west
pink morsel,$1665,27-02-2018,north
pink morsel,$1695,27-02-2018,south
pink morsel,$1578,27-02-2018,east
pink morsel,$1620,27-02-2018,west
pink morsel,$1767,28-02-2018,north
pink morsel,$1593,28-02-2018,south
pink morsel,$1743,28-02-2018,east
pink morsel,$1557,28-02-2018,west
pink morsel,$1668,01-03-2018,north
pink morsel,$1782,01-03-2018,south
pink morsel,$1527,01-03-2018,east
pink morsel,$1668,01-03-2018,west
pink morsel,$1635,02-03-2018,north
pink morsel,$1569,02-03-2018,south
pink morsel,$1746,02-03-2018,east
pink morsel,$1773,02-03-2018,west
pink morsel,$1539,03-03-2018,north
pink morsel,$1500,03-03-2018,south
pink morsel,$1569,03-03-2018,east
pink morsel,$1557,03-03-2018,west
pink morsel,$1773,04-03-2018,north
pink morsel,$1644,04-03-2018,south
pink morsel,$1614,04-03-2018,east
pink morsel,$1674,04-03-2018,west
pink morsel,$1533,05-03-2018,north
pink morsel,$1653,05-03-2018,south
pink morsel,$1557,05-03-2018,east
pink morsel,$1746,05-03-2018,west
pink morsel,$1719,06-03-2018,north
pink morsel,$1719,06-03-2018,south
pink morsel,$1659,06-03-2018,east
pink morsel,$1800,06-03-2018,west
pink morsel,$1581,07-03-2018,north
pink morsel,$1602,07-03-2018,south
pink morsel,$1608,07-03-2018,east
pink morsel,$1650,07-03-2018,west
pink morsel,$1611,08-03-2018,north
pink morsel,$1530,08-03-2018,south
pink morsel,$1698,08-03-2018,east
pink morsel,$1668,08-03-2018,west
pink morsel,$1746,09-03-2018,north
pink morsel,$1524,09-03-2018,south
pink morsel,$1506,09-03-2018,east
pink morsel,$1704,09-03-2018,west
pink morsel,$1788,10-03-2018,north
pink morsel,$1719,10-03-2018,south
pink morsel,$1746,10-03-2018,east
pink morsel,$1584,10-03-2018,west
pink morsel,$1692,11-03-2018,north
pink morsel,$1635,11-03-2018,south
pink morsel,$1608,11-03-2018,east
pink morsel,$1590,11-03-2018,west
pink morsel,$1599,12-03-2018,north
pink morsel,$1518,12-03-2018,south
pink morsel,$1602,12-03-2018,east
pink morsel,$1659,12-03-2018,west
pink morsel,$1644,13-03-2018,north
pink morsel,$1611,13-03-2018,south
pink morsel,$1554,13-03-2018,east
pink morsel,$1515,13-03-2018,west
pink morsel,$1515,14-03-2018,north
pink morsel,$1632,14-03-2018,south
pink morsel,$1512,14-03-2018,east
pink morsel,$1776,14-03-2018,west
pink morsel,$1677,15-03-2018,north
pink morsel,$1503,15-03-2018,south
pink morsel,$1605,15-03-2018,east
pink morsel,$1647,15-03-2018,west
pink morsel,$1506,16-03-2018,north
pink morsel,$1737,16-03-2018,south
pink morsel,$1590,16-03-2018,east
pink morsel,$1767,16-03-2018,west
pink morsel,$1593,17-03-2018,north
pink morsel,$1614,17-03-2018,south
pink morsel,$1710,17-03-2018,east
pink morsel,$1662,17-03-2018,west
pink morsel,$1650,18-03-2018,north
pink morsel,$1755,18-03-2018,south
pink morsel,$1698,18-03-2018,east
pink morsel,$1659,18-03-2018,west
pink morsel,$1683,19-03-2018,north
pink morsel,$1509,19-03-2018,south
pink morsel,$1500,19-03-2018,east
pink morsel,$1545,19-03-2018,west
pink morsel,$1647,20-03-2018,north
pink morsel,$1614,20-03-2018,south
pink morsel,$1629,20-03-2018,east
pink morsel,$1677,20-03-2018,west
pink morsel,$1743,21-03-2018,north
pink morsel,$1569,21-03-2018,south
pink morsel,$1593,21-03-2018,east
pink morsel,$1578,21-03-2018,west
pink morsel,$1578,22-03-2018,north
pink morsel,$1581,22-03-2018,south
pink morsel,$1653,22-03-2018,east
pink morsel,$1578,22-03-2018,west
pink morsel,$1761,23-03-2018,north
pink morsel,$1611,23-03-2018,south
pink morsel,$1749,23-03-2018,east
pink morsel,$1764,23-03-2018,west
pink morsel,$1716,24-03-2018,north
pink morsel,$1710,24-03-2018,south
pink morsel,$1800,24-03-2018,east
pink morsel,$1728,24-03-2018,west
pink morsel,$1743,25-03-2018,north
pink morsel,$1764,25-03-2018,south
pink morsel,$1740,25-03-2018,east
pink morsel,$1707,25-03-2018,west
pink morsel,$1509,26-03-2018,north
pink morsel,$1641,26-03-2018,south
pink morsel,$1533,26-03-2018,east
pink morsel,$1752,26-03-2018,west
pink morsel,$1767,27-03-2018,north
pink morsel,$1590,27-03-2018,south
pink morsel,$1533,27-03-2018,east
pink morsel,$1704,27-03-2018,west
pink morsel,$1671,28-03-2018,north
pink morsel,$1527,28-03-2018,south
pink morsel,$1524,28-03-2018,east
pink morsel,$1629,28-03-2018,west
pink morsel,$1722,29-03-2018,north
pink morsel,$1557,29-03-2018,south
pink morsel,$1686,29-03-2018,east
pink morsel,$1779,29-03-2018,west
pink morsel,$1734,30-03-2018,north
pink morsel,$1776,30-03-2018,south
pink morsel,$1554,30-03-2018,east
pink morsel,$1725,30-03-2018,west
pink morsel,$1617,31-03-2018,north
pink morsel,$1635,31-03-2018,south
pink morsel,$1605,31-03-2018,east
pink morsel,$1785,31-03-2018,west
pink morsel,$1761,01-04-2018,north
pink morsel,$1530,01-04-2018,south
pink morsel,$1710,01-04-2018,east
pink morsel,$1506,01-04-2018,west
pink morsel,$1509,02-04-2018,north
pink morsel,$1797,02-04-2018,south
pink morsel,$1662,02-04-2018,east
pink morsel,$1530,02-04-2018,west
pink morsel,$1767,03-04-2018,north
pink morsel,$1767,03-04-2018,south
pink morsel,$1614,03-04-2018,east
pink morsel,$1533,03-04-2018,west
pink morsel,$1767,04-04-2018,north
pink morsel,$1761,04-04-2018,south
pink morsel,$1566,04-04-2018,east
pink morsel,$1623,04-04-2018,west
pink morsel,$1506,05-04-2018,north
pink morsel,$1512,05-04-2018,south
pink morsel,$1692,05-04-2018,east
pink morsel,$1749,05-04-2018,west
pink morsel,$1701,06-04-2018,north
pink morsel,$1752,06-04-2018,south
pink morsel,$1632,06-04-2018,east
pink morsel,$1515,06-04-2018,west
pink morsel,$1725,07-04-2018,north
pink morsel,$1611,07-04-2018,south
pink morsel,$1788,07-04-2018,east
pink morsel,$1617,07-04-2018,west
pink morsel,$1656,08-04-2018,north
pink morsel,$1674,08-04-2018,south
pink morsel,$1557,08-04-2018,east
pink morsel,$1701,08-04-2018,west
pink morsel,$1686,09-04-2018,north
pink morsel,$1782,09-04-2018,south
pink morsel,$1641,09-04-2018,east
pink morsel,$1557,09-04-2018,west
pink morsel,$1686,10-04-2018,north
pink morsel,$1527,10-04-2018,south
pink morsel,$1698,10-04-2018,east
pink morsel,$1728,10-04-2018,west
pink morsel,$1671,11-04-2018,north
pink morsel,$1527,11-04-2018,south
pink morsel,$1581,11-04-2018,east
pink morsel,$1764,11-04-2018,west
pink morsel,$1653,12-04-2018,north
pink morsel,$1626,12-04-2018,south
pink morsel,$1782,12-04-2018,east
pink morsel,$1749,12-04-2018,west
pink morsel,$1539,13-04-2018,north
pink morsel,$1752,13-04-2018,south
pink morsel,$1674,13-04-2018,east
pink morsel,$1749,13-04-2018,west
pink morsel,$1569,14-04-2018,north
pink morsel,$1794,14-04-2018,south
pink morsel,$1674,14-04-2018,east
pink morsel,$1638,14-04-2018,west
pink morsel,$1515,15-04-2018,north
pink morsel,$1527,15-04-2018,south
pink morsel,$1602,15-04-2018,east
pink morsel,$1653,15-04-2018,west
pink morsel,$1602,16-04-2018,north
pink morsel,$1707,16-04-2018,south
pink morsel,$1548,16-04-2018,east
pink morsel,$1527,16-04-2018,west
pink morsel,$1599,17-04-2018,north
pink morsel,$1728,17-04-2018,south
pink morsel,$1704,17-04-2018,east
pink morsel,$1539,17-04-2018,west
pink morsel,$1545,18-04-2018,north
pink morsel,$1797,18-04-2018,south
pink morsel,$1515,18-04-2018,east
pink morsel,$1719,18-04-2018,west
pink morsel,$1713,19-04-2018,north
pink morsel,$1674,19-04-2018,south
pink morsel,$1767,19-04-2018,east
pink morsel,$1767,19-04-2018,west
pink morsel,$1668,20-04-2018,north
pink morsel,$1620,20-04-2018,south
pink morsel,$1677,20-04-2018,east
pink morsel,$1509,20-04-2018,west
pink morsel,$1683,21-04-2018,north
pink morsel,$1743,21-04-2018,south
pink morsel,$1644,21-04-2018,east
pink morsel,$1578,21-04-2018,west
pink morsel,$1572,22-04-2018,north
pink morsel,$1545,22-04-2018,south
pink morsel,$1557,22-04-2018,east
pink morsel,$1626,22-04-2018,west
pink morsel,$1710,23-04-2018,north
pink morsel,$1659,23-04-2018,south
pink morsel,$1665,23-04-2018,east
pink morsel,$1521,23-04-2018,west
pink morsel,$1503,24-04-2018,north
pink morsel,$1650,24-04-2018,south
pink morsel,$1689,24-04-2018,east
pink morsel,$1743,24-04-2018,west
pink morsel,$1623,25-04-2018,north
pink morsel,$1503,25-04-2018,south
pink morsel,$1758,25-04-2018,east
pink morsel,$1557,25-04-2018,west
pink morsel,$1713,26-04-2018,north
pink morsel,$1734,26-04-2018,south
pink morsel,$1740,26-04-2018,east
pink morsel,$1563,26-04-2018,west
pink morsel,$1716,27-04-2018,north
pink morsel,$1791,27-04-2018,south
pink morsel,$1674,27-04-2018,east
pink morsel,$1716,27-04-2018,west
pink morsel,$1632,28-04-2018,north
pink morsel,$1641,28-04-2018,south
pink morsel,$1584,28-04-2018,east
pink morsel,$1590,28-04-2018,west
pink morsel,$1713,29-04-2018,north
pink morsel,$1593,29-04-2018,south
pink morsel,$1740,29-04-2018,east
pink morsel,$1638,29-04-2018,west
pink morsel,$1653,30-04-2018,north
pink morsel,$1590,30-04-2018,south
pink morsel,$1593,30-04-2018,east
pink morsel,$1602,30-04-2018,west
pink morsel,$1785,01-05-2018,north
pink morsel,$1764,01-05-2018,south
pink morsel,$1506,01-05-2018,east
pink morsel,$1536,01-05-2018,west
pink morsel,$1623,02-05-2018,north
pink morsel,$1674,02-05-2018,south
pink morsel,$1791,02-05-2018,east
pink morsel,$1653,02-05-2018,west
pink morsel,$1785,03-05-2018,north
pink morsel,$1569,03-05-2018,south
pink morsel,$1500,03-05-2018,east
pink morsel,$1770,03-05-2018,west
pink morsel,$1653,04-05-2018,north
pink morsel,$1590,04-05-2018,south
pink morsel,$1671,04-05-2018,east
pink morsel,$1629,04-05-2018,west
pink morsel,$1578,05-05-2018,north
pink morsel,$1665,05-05-2018,south
pink morsel,$1575,05-05-2018,east
pink morsel,$1587,05-05-2018,west
pink morsel,$1674,06-05-2018,north
pink morsel,$1785,06-05-2018,south
pink morsel,$1719,06-05-2018,east
pink morsel,$1617,06-05-2018,west
pink morsel,$1794,07-05-2018,north
pink morsel,$1563,07-05-2018,south
pink morsel,$1728,07-05-2018,east
pink morsel,$1740,07-05-2018,west
pink morsel,$1617,08-05-2018,north
pink morsel,$1650,08-05-2018,south
pink morsel,$1728,08-05-2018,east
pink morsel,$1635,08-05-2018,west
pink morsel,$1584,09-05-2018,north
pink morsel,$1647,09-05-2018,south
pink morsel,$1551,09-05-2018,east
pink morsel,$1512,09-05-2018,west
pink morsel,$1737,10-05-2018,north
pink morsel,$1551,10-05-2018,south
pink morsel,$1515,10-05-2018,east
pink morsel,$1716,10-05-2018,west
pink morsel,$1746,11-05-2018,north
pink morsel,$1677,11-05-2018,south
pink morsel,$1584,11-05-2018,east
pink morsel,$1617,11-05-2018,west
pink morsel,$1743,12-05-2018,north
pink morsel,$1533,12-05-2018,south
pink morsel,$1521,12-05-2018,east
pink morsel,$1578,12-05-2018,west
pink morsel,$1545,13-05-2018,north
pink morsel,$1713,13-05-2018,south
pink morsel,$1665,13-05-2018,east
pink morsel,$1644,13-05-2018,west
pink morsel,$1776,14-05-2018,north
pink morsel,$1560,14-05-2018,south
pink morsel,$1644,14-05-2018,east
pink morsel,$1503,14-05-2018,west
pink morsel,$1800,15-05-2018,north
pink morsel,$1758,15-05-2018,south
pink morsel,$1701,15-05-2018,east
pink morsel,$1671,15-05-2018,west
pink morsel,$1593,16-05-2018,north
pink morsel,$1617,16-05-2018,south
pink morsel,$1626,16-05-2018,east
pink morsel,$1629,16-05-2018,west
pink morsel,$1728,17-05-2018,north
pink morsel,$1506,17-05-2018,south
pink morsel,$1590,17-05-2018,east
pink morsel,$1626,17-05-2018,west
pink morsel,$1782,18-05-2018,north
pink morsel,$1572,18-05-2018,south
pink morsel,$1539,18-05-2018,east
pink morsel,$1509,18-05-2018,west
pink morsel,$1788,19-05-2018,north
pink morsel,$1713,19-05-2018,south
pink morsel,$1626,19-05-2018,east
pink morsel,$1629,19-05-2018,west
pink morsel,$1548,20-05-2018,north
pink morsel,$1716,20-05-2018,south
pink morsel,$1752,20-05-2018,east
pink morsel,$1638,20-05-2018,west
pink morsel,$1575,21-05-2018,north
pink morsel,$1671,21-05-2018,south
pink morsel,$1626,21-05-2018,east
pink morsel,$1572,21-05-2018,west
pink morsel,$1572,22-05-2018,north
pink morsel,$1569,22-05-2018,south
pink morsel,$1581,22-05-2018,east
pink morsel,$1521,22-05-2018,west
pink morsel,$1641,23-05-2018,north
pink morsel,$1692,23-05-2018,south
pink morsel,$1713,23-05-2018,east
pink morsel,$1563,23-05-2018,west
pink morsel,$1524,24-05-2018,north
pink morsel,$1533,24-05-2018,south
pink morsel,$1695,24-05-2018,east
pink morsel,$1533,24-05-2018,west
pink morsel,$1599,25-05-2018,north
pink morsel,$1665,25-05-2018,south
pink morsel,$1713,25-05-2018,east
pink morsel,$1644,25-05-2018,west
pink morsel,$1776,26-05-2018,north
pink morsel,$1530,26-05-2018,south
pink morsel,$1650,26-05-2018,east
pink morsel,$1512,26-05-2018,west
pink morsel,$1629,27-05-2018,north
pink morsel,$1707,27-05-2018,south
pink morsel,$1521,27-05-2018,east
pink morsel,$1761,27-05-2018,west
pink morsel,$1755,28-05-2018,north
pink morsel,$1659,28-05-2018,south
pink morsel,$1800,28-05-2018,east
pink morsel,$1539,28-05-2018,west
pink morsel,$1713,29-05-2018,north
pink morsel,$1752,29-05-2018,south
pink morsel,$1629,29-05-2018,east
pink morsel,$1635,29-05-2018,west
pink morsel,$1674,30-05-2018,north
pink morsel,$1701,30-05-2018,south
pink morsel,$1614,30-05-2018,east
pink morsel,$1794,30-05-2018,west
pink morsel,$1725,31-05-2018,north
pink morsel,$1659,31-05-2018,south
pink morsel,$1536,31-05-2018,east
pink morsel,$1620,31-05-2018,west
pink morsel,$1794,01-06-2018,north
pink morsel,$1623,01-06-2018,south
pink morsel,$1665,01-06-2018,east
pink morsel,$1671,01-06-2018,west
pink morsel,$1752,02-06-2018,north
pink morsel,$1707,02-06-2018,south
pink morsel,$1797,02-06-2018,east
pink morsel,$1668,02-06-2018,west
pink morsel,$1596,03-06-2018,north
pink morsel,$1503,03-06-2018,south
pink morsel,$1578,03-06-2018,east
pink morsel,$1680,03-06-2018,west
pink morsel,$1608,04-06-2018,north
pink morsel,$1683,04-06-2018,south
pink morsel,$1572,04-06-2018,east
pink morsel,$1656,04-06-2018,west
pink morsel,$1713,05-06-2018,north
pink morsel,$1698,05-06-2018,south
pink morsel,$1557,05-06-2018,east
pink morsel,$1782,05-06-2018,west
pink morsel,$1695,06-06-2018,north
pink morsel,$1680,06-06-2018,south
pink morsel,$1761,06-06-2018,east
pink morsel,$1659,06-06-2018,west
pink morsel,$1518,07-06-2018,north
pink morsel,$1572,07-06-2018,south
pink morsel,$1785,07-06-2018,east
pink morsel,$1557,07-06-2018,west
pink morsel,$1719,08-06-2018,north
pink morsel,$1677,08-06-2018,south
pink morsel,$1695,08-06-2018,east
pink morsel,$1602,08-06-2018,west
pink morsel,$1782,09-06-2018,north
pink morsel,$1773,09-06-2018,south
pink morsel,$1656,09-06-2018,east
pink morsel,$1665,09-06-2018,west
pink morsel,$1578,10-06-2018,north
pink morsel,$1641,10-06-2018,south
pink morsel,$1737,10-06-2018,east
pink morsel,$1557,10-06-2018,west
pink morsel,$1788,11-06-2018,north
pink morsel,$1677,11-06-2018,south
pink morsel,$1698,11-06-2018,east
pink morsel,$1728,11-06-2018,west
pink morsel,$1776,12-06-2018,north
pink morsel,$1551,12-06-2018,south
pink morsel,$1548,12-06-2018,east
pink morsel,$1542,12-06-2018,west
pink morsel,$1683,13-06-2018,north
pink morsel,$1683,13-06-2018,south
pink morsel,$1572,13-06-2018,east
pink morsel,$1683,13-06-2018,west
pink morsel,$1761,14-06-2018,north
pink morsel,$1668,14-06-2018,south
pink morsel,$1599,14-06-2018,east
pink morsel,$1593,14-06-2018,west
pink morsel,$1623,15-06-2018,north
pink morsel,$1737,15-06-2018,south
pink morsel,$1593,15-06-2018,east
pink morsel,$1788,15-06-2018,west
pink morsel,$1659,16-06-2018,north
pink morsel,$1641,16-06-2018,south
pink morsel,$1575,16-06-2018,east
pink morsel,$1611,16-06-2018,west
pink morsel,$1599,17-06-2018,north
pink morsel,$1530,17-06-2018,south
pink morsel,$1608,17-06-2018,east
pink morsel,$1626,17-06-2018,west
pink morsel,$1530,18-06-2018,north
pink morsel,$1707,18-06-2018,south
pink morsel,$1611,18-06-2018,east
pink morsel,$1635,18-06-2018,west
pink morsel,$1593,19-06-2018,north
pink morsel,$1749,19-06-2018,south
pink morsel,$1623,19-06-2018,east
pink morsel,$1608,19-06-2018,west
pink morsel,$1665,20-06-2018,north
pink morsel,$1659,20-06-2018,south
pink morsel,$1734,20-06-2018,east
pink morsel,$1557,20-06-2018,west
pink morsel,$1797,21-06-2018,north
pink morsel,$1587,21-06-2018,south
pink morsel,$1557,21-06-2018,east
pink morsel,$1542,21-06-2018,west
pink morsel,$1743,22-06-2018,north
pink morsel,$1797,22-06-2018,south
pink morsel,$1686,22-06-2018,east
pink morsel,$1683,22-06-2018,west
pink morsel,$1791,23-06-2018,north
pink morsel,$1554,23-06-2018,south
pink morsel,$1695,23-06-2018,east
pink morsel,$1566,23-06-2018,west
pink morsel,$1563,24-06-2018,north
pink morsel,$1623,24-06-2018,south
pink morsel,$1530,24-06-2018,east
pink morsel,$1662,24-06-2018,west
pink morsel,$1650,25-06-2018,north
pink morsel,$1602,25-06-2018,south
pink morsel,$1548,25-06-2018,east
pink morsel,$1623,25-06-2018,west
pink morsel,$1728,26-06-2018,north
pink morsel,$1533,26-06-2018,south
pink morsel,$1503,26-06-2018,east
pink morsel,$1629,26-06-2018,west
pink morsel,$1581,27-06-2018,north
pink morsel,$1659,27-06-2018,south
pink morsel,$1707,27-06-2018,east
pink morsel,$1665,27-06-2018,west
pink morsel,$1563,28-06-2018,north
pink morsel,$1638,28-06-2018,south
pink morsel,$1692,28-06-2018,east
pink morsel,$1503,28-06-2018,west
pink morsel,$1686,29-06-2018,north
pink morsel,$1764,29-06-2018,south
pink morsel,$1629,29-06-2018,east
pink morsel,$1779,29-06-2018,west
pink morsel,$1554,30-06-2018,north
pink morsel,$1653,30-06-2018,south
pink morsel,$1515,30-06-2018,east
pink morsel,$1557,30-06-2018,west
pink morsel,$1746,01-07-2018,north
pink morsel,$1671,01-07-2018,south
pink morsel,$1716,01-07-2018,east
pink morsel,$1554,01-07-2018,west
pink morsel,$1695,02-07-2018,north
pink morsel,$1611,02-07-2018,south
pink morsel,$1680,02-07-2018,east
pink morsel,$1671,02-07-2018,west
pink morsel,$1644,03-07-2018,north
pink morsel,$1638,03-07-2018,south
pink morsel,$1623,03-07-2018,east
pink morsel,$1515,03-07-2018,west
pink morsel,$1743,04-07-2018,north
pink morsel,$1587,04-07-2018,south
pink morsel,$1764,04-07-2018,east
pink morsel,$1572,04-07-2018,west
pink morsel,$1752,05-07-2018,north
pink morsel,$1647,05-07-2018,south
pink morsel,$1575,05-07-2018,east
pink morsel,$1500,05-07-2018,west
pink morsel,$1743,06-07-2018,north
pink morsel,$1566,06-07-2018,south
pink morsel,$1758,06-07-2018,east
pink morsel,$1689,06-07-2018,west
pink morsel,$1776,07-07-2018,north
pink morsel,$1770,07-07-2018,south
pink morsel,$1695,07-07-2018,east
pink morsel,$1566,07-07-2018,west
pink morsel,$1623,08-07-2018,north
pink morsel,$1776,08-07-2018,south
pink morsel,$1515,08-07-2018,east
pink morsel,$1761,08-07-2018,west
pink morsel,$1623,09-07-2018,north
pink morsel,$1788,09-07-2018,south
pink morsel,$1542,09-07-2018,east
pink morsel,$1515,09-07-2018,west
pink morsel,$1794,10-07-2018,north
pink morsel,$1794,10-07-2018,south
pink morsel,$1755,10-07-2018,east
pink morsel,$1761,10-07-2018,west
pink morsel,$1605,11-07-2018,north
pink morsel,$1569,11-07-2018,south
pink morsel,$1638,11-07-2018,east
pink morsel,$1677,11-07-2018,west
pink morsel,$1593,12-07-2018,north
pink morsel,$1500,12-07-2018,south
pink morsel,$1539,12-07-2018,east
pink morsel,$1719,12-07-2018,west
pink morsel,$1749,13-07-2018,north
pink morsel,$1596,13-07-2018,south
pink morsel,$1680,13-07-2018,east
pink morsel,$1509,13-07-2018,west
pink morsel,$1500,14-07-2018,north
pink morsel,$1653,14-07-2018,south
pink morsel,$1620,14-07-2018,east
pink morsel,$1575,14-07-2018,west
pink morsel,$1737,15-07-2018,north
pink morsel,$1713,15-07-2018,south
pink morsel,$1698,15-07-2018,east
pink morsel,$1539,15-07-2018,west
pink morsel,$1773,16-07-2018,north
pink morsel,$1707,16-07-2018,south
pink morsel,$1554,16-07-2018,east
pink morsel,$1515,16-07-2018,west
pink morsel,$1551,17-07-2018,north
pink morsel,$1566,17-07-2018,south
pink morsel,$1788,17-07-2018,east
pink morsel,$1614,17-07-2018,west
pink morsel,$1704,18-07-2018,north
pink morsel,$1656,18-07-2018,south
pink morsel,$1530,18-07-2018,east
pink morsel,$1659,18-07-2018,west
pink morsel,$1620,19-07-2018,north
pink morsel,$1725,19-07-2018,south
pink morsel,$1704,19-07-2018,east
pink morsel,$1527,19-07-2018,west
pink morsel,$1731,20-07-2018,north
pink morsel,$1761,20-07-2018,south
pink morsel,$1644,20-07-2018,east
pink morsel,$1653,20-07-2018,west
pink morsel,$1725,21-07-2018,north
pink morsel,$1698,21-07-2018,south
pink morsel,$1662,21-07-2018,east
pink morsel,$1656,21-07-2018,west
pink morsel,$1608,22-07-2018,north
pink morsel,$1773,22-07-2018,south
pink morsel,$1659,22-07-2018,east
pink morsel,$1647,22-07-2018,west
pink morsel,$1638,23-07-2018,north
pink morsel,$1623,23-07-2018,south
pink morsel,$1719,23-07-2018,east
pink morsel,$1629,23-07-2018,west
pink morsel,$1701,24-07-2018,north
pink morsel,$1725,24-07-2018,south
pink morsel,$1752,24-07-2018,east
pink morsel,$1557,24-07-2018,west
pink morsel,$1500,25-07-2018,north
pink morsel,$1707,25-07-2018,south
pink morsel,$1533,25-07-2018,east
pink morsel,$1737,25-07-2018,west
pink morsel,$1605,26-07-2018,north
pink morsel,$1767,26-07-2018,south
pink morsel,$1551,26-07-2018,east
pink morsel,$1521,26-07-2018,west
pink morsel,$1659,27-07-2018,north
pink morsel,$1611,27-07-2018,south
pink morsel,$1695,27-07-2018,east
pink morsel,$1632,27-07-2018,west
pink morsel,$1515,28-07-2018,north
pink morsel,$1584,28-07-2018,south
pink morsel,$1596,28-07-2018,east
pink morsel,$1743,28-07-2018,west
pink morsel,$1791,29-07-2018,north
pink morsel,$1599,29-07-2018,south
pink morsel,$1749,29-07-2018,east
pink morsel,$1755,29-07-2018,west
pink morsel,$1755,30-07-2018,north
pink morsel,$1662,30-07-2018,south
pink morsel,$1509,30-07-2018,east
pink morsel,$1776,30-07-2018,west
pink morsel,$1695,31-07-2018,north
pink morsel,$1707,31-07-2018,south
pink morsel,$1548,31-07-2018,east
pink morsel,$1578,31-07-2018,west
pink morsel,$1563,01-08-2018,north
pink morsel,$1674,01-08-2018,south
pink morsel,$1554,01-08-2018,east
pink morsel,$1665,01-08-2018,west
pink morsel,$1527,02-08-2018,north
pink morsel,$1617,02-08-2018,south
pink morsel,$1548,02-08-2018,east
pink morsel,$1671,02-08-2018,west
pink morsel,$1668,03-08-2018,north
pink morsel,$1671,03-08-2018,south
pink morsel,$1719,03-08-2018,east
pink morsel,$1668,03-08-2018,west
pink morsel,$1536,04-08-2018,north
pink morsel,$1734,04-08-2018,south
pink morsel,$1743,04-08-2018,east
pink morsel,$1776,04-08-2018,west
pink morsel,$1650,05-08-2018,north
pink morsel,$1599,05-08-2018,south
pink morsel,$1614,05-08-2018,east
pink morsel,$1773,05-08-2018,west
pink morsel,$1611,06-08-2018,north
pink morsel,$1605,06-08-2018,south
pink morsel,$1554,06-08-2018,east
pink morsel,$1788,06-08-2018,west
pink morsel,$1566,07-08-2018,north
pink morsel,$1560,07-08-2018,south
pink morsel,$1551,07-08-2018,east
pink morsel,$1626,07-08-2018,west
pink morsel,$1665,08-08-2018,north
pink morsel,$1539,08-08-2018,south
pink morsel,$1506,08-08-2018,east
